,Oligodendrocytes,Astrocytes,Microglia,Excitatory,OPCs,Endothelial cells,Inhibitory,Pericytes,Ependymal,GABA,CADPS2+ neurons,DaNs
ENSG00000003393,49.45276,40.32544,35.720703,77.419174,51.176147,68.85459,88.29407,61.88246,83.46248,70.215775,389.8897,91.33039
ENSG00000003436,0.6289683,1.3323065,0.41993234,0.6743852,0.48336974,69.419365,0.5684993,424.1471,10.068262,0.28873533,0.0,0.0
ENSG00000004838,3.0745828,4.941781,2.2134993,2.5259573,1.0938423,1.6414524,0.8518097,1.6666487,139.11021,0.13032983,2.0515513,0.0
ENSG00000004948,0.27258965,0.25797695,8.575927,12.588254,0.48459923,0.9488124,24.48687,0.17219457,0.50809395,0.13032983,0.0,2.2631195
ENSG00000005981,1.8728253,9.87594,0.16926996,1.2265601,3.5570183,0.7464845,0.9964028,2.7436519,4.1146464,0.026906991,0.0,45.2841
ENSG00000006042,200.10806,11.710733,14.670587,2.8107107,7.6432705,4.342825,2.5294497,19.762869,14.592344,8.540682,8.954867,2.7697732
ENSG00000006128,0.8069824,1.5879669,1.2826399,98.66543,0.74216634,0.5741408,65.82518,0.8167688,0.09199717,15.5972595,0.0,26.467997
ENSG00000006283,0.30707487,0.92415565,0.71547467,42.359726,23.189499,0.276135,57.43556,0.43154976,2.1973598,129.15005,2.0515513,38.4511
ENSG00000006638,0.43448016,0.48885247,1.2517781,1.1010731,0.33631423,5.87269,1.1881857,28.020147,0.64535344,0.25571656,0.0,0.8838403
ENSG00000007174,42.006786,47.37521,6.3307343,60.780945,11.203745,7.5428233,35.152733,7.4833283,2538.5305,11.080968,3.8728282,52.613754
ENSG00000007908,0.2949648,0.17863455,0.103477694,0.17126602,0.05238117,33.363182,0.15735537,4.0715313,0.31575117,0.026906991,0.0,0.0
ENSG00000007933,0.079969585,0.23548616,0.027798027,0.07889556,2.913495,4.477489,0.061925806,35.780796,2.597135,0.0,0.0,0.0
ENSG00000008196,0.16718477,1.5832464,0.31475353,33.317757,0.24936962,0.14888567,48.221542,0.086097285,0.0,0.0,0.0,0.0
ENSG00000008197,0.095397905,0.13781376,0.103477694,35.43192,0.15916838,0.2242442,0.47404566,0.27466476,0.7680609,0.026906991,0.0,0.8838403
ENSG00000008226,0.9843309,15.443684,8.203844,8.1272135,1.1050441,1.1851119,6.2350388,0.6753649,284.3547,1.4084567,0.0,5.2918267
ENSG00000009709,0.34676227,2.155363,0.013899013,1.5932667,0.9941177,0.0,24.806023,0.07886625,10.71427,1.0427953,0.0,1.9396553
ENSG00000009790,0.6540455,0.96244437,124.37143,0.20012468,0.7273627,0.091147475,0.31058604,0.41515476,0.22375397,0.4378801,2.6160479,0.0
ENSG00000010379,2.4353127,2.9063265,0.2519178,3.7502503,1.923611,5.868924,3.0265777,429.7393,2.632933,3.127253,0.0,11.852821
ENSG00000010671,0.2873974,0.6718387,62.89177,0.414513,0.33125314,0.031812336,0.097908325,0.95325416,0.45062423,0.60615784,0.0,0.0
ENSG00000011426,642.8378,39.79463,43.777546,10.550551,8.96503,11.772512,10.745422,14.21018,9.485684,7.655149,13.080239,11.649147
ENSG00000011465,3.7237098,1.59791,1.0551244,3.6026146,1.0684724,41.971146,4.118882,741.1385,1.4195168,6.7533464,6.1546545,0.0
ENSG00000011600,0.8629437,1.0896512,173.51161,0.4635972,0.9639769,3.3058279,0.5394681,4.516569,0.63985074,0.7533959,0.0,0.0
ENSG00000012124,328.72125,25.124933,28.184816,3.9371848,4.615815,6.114762,3.0574121,3.957579,3.8194947,3.4198334,19.569117,2.3705642
ENSG00000012223,0.22836636,16.869846,0.31637505,0.22935995,0.22414732,1.7708213,0.054066148,0.90332913,5.085695,0.0,0.0,0.0
ENSG00000016082,0.057120945,0.09457757,0.0,5.6733036,0.09505561,0.0,9.5827,0.0,0.0,0.0,0.0,0.0
ENSG00000016602,37.529404,1.9196368,1.9187284,0.6568999,0.8954861,0.47939938,0.30734843,0.575244,0.0,0.09953587,0.0,0.0
ENSG00000017427,0.26769713,1.0531843,29.670753,5.670881,0.9603111,1.0472815,20.542482,0.45460328,6.1538343,246.5438,0.0,28.430899
ENSG00000017483,0.38357294,0.78069186,1.9526843,1.0437628,1.4940956,243.869,0.69361097,73.505486,0.10273205,1.5642135,0.0,1.1315597
ENSG00000018280,2.7065306,4.244327,558.2309,1.7642277,2.7634873,2.0328424,1.3838404,4.586897,2.7439408,1.2653068,1.2567804,0.37718654
ENSG00000021826,82.466156,10.230752,4.4242024,12.437469,2.238918,4.8013964,10.079321,13.676632,6.892769,4.8824277,7.6980867,4.5911765
ENSG00000023892,1.0495334,2.5426104,121.92429,6.5902114,0.9237061,5.468508,4.7021327,1.6030983,1.1766818,4.656382,0.0,2.446309
ENSG00000026508,23.8191,744.608,21.425375,2.8119593,3.9201906,11.852406,3.0259562,68.80725,175.26352,3.9240608,4.565112,12.329312
ENSG00000027869,0.46996897,0.1557246,0.9589614,0.07026824,0.0,1.6329464,0.19244738,11.150142,0.0,0.87310827,0.0,0.0
ENSG00000034239,0.104209825,6.354214,0.3218884,4.331363,2.2355947,0.51393294,2.4573328,1.9105244,190.30147,0.8780514,0.0,4.256497
ENSG00000036565,0.06294623,0.02347821,8.975853,0.94779915,0.09841468,0.0,0.35826752,0.0,0.0,0.0,0.0,49.4355
ENSG00000036828,0.22700475,0.12793244,0.14145818,10.043481,0.19120565,0.15317519,5.6570516,0.070252694,0.0,151.86342,0.0,0.0
ENSG00000038295,0.65974694,1.7707537,0.75844675,81.527695,16.537392,62.854675,70.576004,16.833635,21.473928,10.258841,448.74478,41.05817
ENSG00000038427,3.3951507,216.16739,22.795513,32.410736,2406.1926,3.6446214,46.890293,11.974167,151.8749,1.7354828,0.0,29.369997
ENSG00000039139,1.2636712,44.524418,1.7799537,10.537818,4.1260686,27.076855,5.849492,8.581658,709.66394,11.441584,0.0,12.447564
ENSG00000041515,9.595075,31.716736,3.9115934,153.82635,103.187546,3.2041574,267.02863,3.3181417,33.95025,185.76285,6.6166635,56.183887
ENSG00000041982,1.8979617,933.6922,7.367928,2.9301314,4.1404557,7.018593,5.1704893,13.218324,97.61717,1.8710406,1.2567804,4.4396863
ENSG00000042062,2.2938917,11.232257,1.7405815,3.9085777,6.801762,3.51389,4.8479953,391.78143,38.93412,2.8131301,2.0515513,5.8522034
ENSG00000042304,0.09346125,0.28575885,0.10450394,0.739022,0.10504551,94.37216,0.6197015,19.107801,0.9456582,1.1702307,0.0,0.7543731
ENSG00000042980,6.237363,4.7336173,1058.363,4.076324,3.0271776,9.901473,5.021803,4.269251,1.830514,14.148122,15.696287,11.025779
ENSG00000047617,11.72866,9.304966,9.655735,7.044942,18.032423,2190.4753,2.992933,509.03372,14.041992,0.8124711,0.0,0.7543731
ENSG00000048991,186.93593,181.64293,202.04732,399.4258,277.7031,190.23341,356.6951,145.83258,113.42899,955.9598,297.57648,289.20682
ENSG00000050555,3.8997598,1.7441673,1.7907715,2.1631792,1.2978687,3.4060514,2.661191,335.40823,1.2852042,2.136213,4.667599,1.7676806
ENSG00000050767,3.1666868,44.543137,6.1710496,14.742794,3.6325157,0.68199974,15.83433,3.9085996,8.471713,5.452531,2.6160479,1.5624686
ENSG00000054690,818.1143,74.590034,80.14953,32.42944,71.03013,23.702374,30.505049,19.295727,29.537664,82.7047,72.03273,30.442816
ENSG00000055955,0.7797172,2.8394682,2.9796576,3.046553,0.25193262,1.3443455,3.0115676,0.44596082,1.8605121,3.00848,0.0,8.696183
ENSG00000056291,0.36494973,0.29151085,0.792716,12.806664,0.13786565,0.21410728,28.597374,0.18855208,1.8703501,0.13032983,0.0,1.2610269
ENSG00000059377,9.3124485,21.166681,1276.2427,5.8075867,4.831573,3.8181877,7.021786,7.1509395,8.12496,9.762988,20.825897,14.224923
ENSG00000060140,0.21650904,0.34769696,0.6840172,11.103855,0.03169403,0.05933514,8.522026,0.0,0.7680609,0.91621006,0.0,24.925291
ENSG00000060709,22.337917,24.19683,3.519522,173.7217,15.445065,1.7022887,177.88354,1.0162759,9.539528,176.75209,7.283647,357.0736
ENSG00000060718,3.7797315,93.7417,8.008058,93.3555,731.12213,6.0349092,90.15517,20.071962,16.405066,159.96301,3.8728282,95.18768
ENSG00000061337,0.35131657,0.42312276,0.6944319,9.58014,4.875892,8.25508,4.932396,393.8635,0.8315328,0.84333915,5.2320957,1.1852821
ENSG00000061938,37.35784,60.56284,85.97072,75.51407,426.09412,14.43612,78.852646,20.178057,34.034344,66.71936,47.014706,71.21384
ENSG00000062096,0.56619686,8.003033,0.5449682,1.8982521,1.8438869,0.7786913,2.232387,0.743331,1.1575193,1.0339211,0.0,1.1315597
ENSG00000063015,5.093128,5.3222094,2.396244,47.385193,7.9511,0.76098084,56.597767,1.1418062,2.599817,141.5422,55.994873,25.313692
ENSG00000064270,3.3186378,4.1786613,2.7726307,5.418332,139.60277,0.46856686,3.8016608,1.4564939,39.9389,1.9108515,1.2567804,6.0241776
ENSG00000064655,2.1404564,349.83734,22.991014,14.69731,83.2587,6.954671,22.769981,9.771897,75.323395,36.179115,11.673403,2.6940281
ENSG00000064886,0.31704855,12.708548,2.0276213,0.21769299,0.098304056,0.095437,0.6582395,0.95733076,3.8250523,0.20959528,0.0,1.1852821
ENSG00000065485,6.810245,9.466539,27.951128,13.798498,7.528194,11.275444,17.425106,10.332533,7.8735695,11.530298,1.2567804,57.117565
ENSG00000065621,32.29264,18.490786,7.295198,35.32271,32.346684,4.1192966,37.15243,1.3305907,20.350306,93.91759,9.924995,18.440042
ENSG00000065809,715.96893,49.642967,91.92691,18.040142,23.731165,47.606552,15.230936,63.204777,86.59642,9.495207,64.906494,30.196634
ENSG00000066056,2.034126,0.86631703,1.1790857,0.4881505,0.34740397,295.60535,0.41103628,78.38666,0.6346186,0.2878848,0.0,0.8838403
ENSG00000066294,0.36541882,0.71961576,147.27232,0.37133038,0.36944535,1.49701,0.2889361,0.8756934,0.0,0.42505044,1.2567804,1.1852821
ENSG00000066468,751.5842,114.888084,53.722546,31.790627,20.51485,21.315826,26.452251,22.283682,91.04976,20.568731,4.565112,12.048355
ENSG00000066583,12.731592,6.8879695,7.14622,12.570939,7.109592,2.6533844,20.291252,6.693806,3.7595086,10.395795,0.0,9.430072
ENSG00000067177,1.1962575,190.94096,5.3580303,33.021145,36.864075,29.612848,38.19271,18.589867,50.439217,27.944958,11.006418,36.448044
ENSG00000068078,4.4316382,385.25378,9.886893,1.2271047,66.743774,19.700989,1.4628272,8.988256,87.15806,0.7640737,6.1546545,0.0
ENSG00000069018,0.42793167,0.403846,0.24525847,17.623425,0.6932572,0.2242442,24.026323,0.27466476,0.50286174,84.132935,0.0,24.21691
ENSG00000069482,0.16933602,0.2226002,0.0,5.5688457,0.078079894,0.36417025,21.34418,0.039433125,0.10273205,0.13032983,0.0,1.6382135
ENSG00000070190,0.084110424,0.2700778,47.45076,0.19128604,1.1619664,0.06362467,0.12430367,0.0,0.18399434,0.23492137,0.0,0.37718654
ENSG00000070214,3117.376,470.08084,303.17413,135.77281,401.608,149.99806,114.63034,139.25822,451.01083,66.52452,253.15845,167.25098
ENSG00000070526,0.11474251,0.3684063,0.30074975,0.088265285,0.0,58.871643,0.16358785,15.226153,1.4361953,0.18025684,0.0,0.0
ENSG00000070808,13.041442,8.797642,3.512316,149.89748,7.8459535,0.71114737,89.01078,1.7965847,3.1361814,3.4599786,8.492858,37.923557
ENSG00000070886,0.13907924,0.13001409,0.15537095,7.7438335,0.23223668,0.0,11.423297,1.2564139,0.0,29.179022,0.0,2.0154
ENSG00000070915,1.1319066,1.485822,3.6394713,4.5136423,0.76661146,3.2324877,4.64362,1.5284339,2.9285872,5.032631,2.6160479,13.782799
ENSG00000071909,3.443831,5.083298,2.399111,25.782429,4.968689,2.9319954,51.891293,3.0867317,2.358015,114.766464,2.5135608,9.785236
ENSG00000072134,381.24167,152.92613,109.630295,104.25845,1440.8481,269.7461,95.34692,243.10382,133.43315,78.54476,171.87971,92.66169
ENSG00000072163,1.8488044,2.362209,1.2768661,2.7169752,12.33945,373.5156,2.1834633,103.16526,23.227749,0.16144195,2.0515513,3.1249373
ENSG00000072274,9.762241,31.095934,42.017857,27.877735,26.346952,401.55682,27.709723,119.269875,38.5915,25.083813,18.927433,30.045145
ENSG00000072694,0.038916722,0.19367057,24.748951,0.046908773,0.1750005,0.0,0.066924326,0.14050539,0.10273205,0.19907174,0.0,0.0
ENSG00000072952,0.98575956,254.28429,3.4136598,7.206792,2.0252032,3.8126068,2.6731222,44.852207,25.41795,1.720727,1.2567804,12.553472
ENSG00000073756,0.038704738,0.07754648,0.9820471,0.18222064,0.19985789,42.06552,0.48254052,8.410042,0.0,1.6263212,0.0,0.0
ENSG00000074181,0.5414529,3.8247406,0.5599544,0.557259,0.57645917,15.690942,0.49777147,742.61597,3.4652054,0.75522864,0.0,0.0
ENSG00000074370,0.45898488,1.2849841,13.896351,2.5610282,0.36484268,2.2494562,2.6522079,16.659454,4.274722,1.9391816,0.0,37.67317
ENSG00000074410,0.62059176,62.259083,1.7223197,8.510552,0.9307552,1.4896095,2.2432988,0.63736534,4.822948,1.2424315,0.0,4.526239
ENSG00000074855,10.306317,98.3872,10.032297,27.703005,27.076067,2.955837,32.123737,4.654423,28.356497,26.097574,27.190016,22.761477
ENSG00000075035,0.22046618,3.170551,0.33577365,41.430088,6.337151,0.17012113,42.10055,0.039433125,4.1195803,49.3083,233.57571,38.138035
ENSG00000075429,0.29935226,0.19574542,1.0974423,8.411015,24.432442,0.06362467,2.4590876,0.0,0.10273205,0.15723683,0.0,1.1315597
ENSG00000075461,1.0715152,2.6892362,3.5568113,39.305172,247.30948,0.38692096,26.154295,2.8166964,1.2742031,1.2505578,0.0,33.17275
ENSG00000075884,6.3134327,10.991753,1585.0128,6.687251,12.337289,16.636549,4.875276,24.537764,8.442396,4.1392336,36.704887,6.229389
ENSG00000076604,19.746412,18.261015,5.123648,2.2651665,104.2241,6.9307585,2.8056405,11.43314,12.70006,1.5731118,11.570915,1.9396553
ENSG00000077238,1.5952289,9.992728,186.94142,1.1666558,1.3290051,665.39215,1.2468439,195.45328,21.105648,1.6913128,0.0,0.0
ENSG00000077327,12.074642,8.412799,14.7283325,5.971876,2.564366,0.64859796,5.4205546,1.9744515,594.7593,2.5579474,0.0,2.2631195
ENSG00000077420,2.984394,10.338518,1797.8878,4.140117,5.428362,9.91296,3.298603,6.0453877,3.0611546,9.844543,16.953068,3.0287077
ENSG00000078081,0.29888302,0.29382205,0.49178627,2.586138,0.48381987,0.33051372,1.8557247,0.23433313,0.36039156,1.0096753,0.0,9.774021
ENSG00000078098,7.2862554,120.54314,0.90118957,0.23191069,0.428679,1.3411955,1.4447345,2.7095773,20.518213,0.39215818,0.0,1.1852821
ENSG00000078269,1087.4327,50.312756,60.045975,45.71888,28.83645,84.87042,22.915375,35.02066,20.14645,21.275097,12.930182,16.520872
ENSG00000079435,145.98259,15.785273,16.82525,10.792054,15.347775,24.923304,11.478552,10.821484,5.741748,14.111691,8.954867,8.222767
ENSG00000080493,3.5901635,754.7864,10.962583,66.19596,20.20356,47.823826,67.21984,23.547075,187.2634,11.221308,123.00783,4.256497
ENSG00000080572,0.019324662,0.115715526,0.091642134,0.07766389,0.09841468,0.05933514,0.012702144,0.0,22.587059,0.0,0.0,0.0
ENSG00000080644,0.13330607,0.40759632,0.15761009,5.154823,0.48105782,0.8380264,1.774448,0.039433125,0.22375397,49.50524,0.0,0.0
ENSG00000080819,230.89415,20.195387,27.33677,28.178724,21.751514,17.519648,26.837982,22.168333,11.662997,26.586523,29.44654,26.812761
ENSG00000080822,710.76373,56.01129,79.74566,34.58601,50.389023,80.24612,41.13756,74.02128,18.35812,38.557972,43.40323,16.467558
ENSG00000081051,2.4084203,0.9248112,1.7243129,2.4965088,0.50422525,0.7284326,4.1036086,0.31409788,0.37112644,0.12644286,2.6160479,30.743128
ENSG00000081479,623.71967,21.59492,35.804295,13.779547,7.5338655,7.276443,7.971976,11.465109,9.415163,5.446358,5.2320957,19.893528
ENSG00000081985,2.481453,2.9611025,3.577568,16.56067,1.8355309,2.2315779,5.0228505,1.951365,3.4029133,4.900294,0.0,3.5353613
ENSG00000082074,3.0182648,7.340379,1385.8184,3.0260208,4.5870824,45.4487,2.7896857,13.393967,2.666606,5.134497,1.2567804,3.631591
ENSG00000083444,17.864563,34.37449,20.807726,19.028625,14.936878,32.03928,17.750822,261.17908,27.668835,14.211588,10.314135,15.777713
ENSG00000084453,537.54364,57.510757,42.30393,6.854649,12.572826,88.45117,4.8148723,46.80283,19.275265,7.110675,7.18116,5.4417787
ENSG00000085117,27.518768,46.49265,15.627771,2.9784684,188.77188,23.926508,2.453325,8.675122,45.7345,1.7930809,6.4413066,1.6382135
ENSG00000085276,20.34475,31.564526,44.79303,8.293533,34.779556,2094.6821,11.051244,598.9464,43.51367,6.490925,14.259832,6.9617405
ENSG00000085563,2.184119,4.1422825,4.377049,19.829521,3.621543,3133.1047,16.905775,748.10394,3.6641948,6.74102,6.6166635,29.164377
ENSG00000086205,353.7409,15.179841,25.309088,7.182932,5.738195,4.357398,3.9239762,6.3850484,3.9451218,3.9912064,8.492858,2.3705642
ENSG00000086570,0.79168373,0.636603,0.45968115,1.6331868,2.2535572,0.0,1.5497712,0.0,0.86848545,0.20801437,289.85016,2.0154
ENSG00000086730,3.2974775,4.093554,232.94609,4.09443,3.2495468,1.9248784,3.4509928,1.1924541,5.6112323,2.6896894,4.565112,2.6940281
ENSG00000087116,3.3448522,5.4968476,11.521643,38.145626,2.324554,2.721644,16.095114,16.323246,3.886242,35.43575,3.3083317,104.006325
ENSG00000088320,0.029974902,0.03445344,0.103477694,0.0114783235,0.16166563,2.6175578,0.09549877,15.397045,0.09199717,0.026906991,0.0,0.0
ENSG00000088836,0.24852382,3.0136123,0.85385454,1.043509,0.28385025,0.88023794,1.6743163,40.121216,3.4067905,0.20959528,0.0,0.0
ENSG00000088926,0.45480347,1.6594994,0.31913117,1.2901157,0.30731604,0.0,2.1195388,0.0,0.63985074,19.716694,0.0,2.3168418
ENSG00000088992,0.79308146,2.2636976,14.369048,10.732408,0.1446071,23.445112,3.4914591,219.00482,6.859651,6.810628,7.8734436,5.2698045
ENSG00000089472,31.44061,92.00501,2.9098473,11.200767,1.6306348,12.500207,15.588291,33.24016,33.176563,18.248531,0.0,1.7676806
ENSG00000090104,0.6960473,2.022983,326.0017,0.39172766,0.93603534,0.21410728,0.21072926,0.21075808,1.0272148,1.9180883,0.0,0.0
ENSG00000090339,0.35454756,8.178818,17.625153,1.1087341,0.526607,66.14517,0.5220988,19.539124,3.5387597,0.57095945,0.0,0.0
ENSG00000090924,0.67816794,3.3597496,4.34554,0.7784407,6.559532,22.089113,0.54941607,112.228264,10.47975,1.934351,0.0,1.2610269
ENSG00000090932,0.2511873,0.6470046,0.52290076,3.5941873,37.457474,0.34401008,6.3884172,0.0,0.13175681,2.9041824,0.0,1.2610269
ENSG00000091129,6.0970173,884.5793,34.69634,508.3792,2687.3494,15.05946,552.081,14.189289,407.5031,517.20605,226.73521,435.48145
ENSG00000091136,1.3940078,3.7884834,1.398302,33.923985,2.0755777,13.350724,38.65395,70.1607,6.495397,203.37813,50.719524,5.798481
ENSG00000091181,0.5187056,0.6382355,0.8357357,1.4704533,0.68266225,0.11078598,0.74453455,0.10968582,75.42501,2.102425,2.6160479,0.0
ENSG00000091409,8.112525,117.92327,48.699955,13.7468605,1.8087264,744.83844,8.426006,217.33958,48.920097,22.558249,7.8481436,0.37718654
ENSG00000091482,0.022616088,0.17280474,0.08162162,2.2609818,0.0,0.0,1.5917112,0.0,0.2683944,20.022192,0.0,6.2498746
ENSG00000091513,2045.2543,160.45476,141.75076,30.526073,65.75924,41.662075,30.369413,47.809643,66.01967,27.916708,32.349243,30.474516
ENSG00000091664,0.89942116,2.025231,1.4947156,163.03453,0.8984825,1.5006038,20.565477,1.1240522,0.99993294,0.0,1.2567804,31.041452
ENSG00000091879,7.458298,11.357403,12.232937,9.20578,22.887346,1567.6708,12.427704,306.52206,16.823294,6.4286375,29.018642,9.548325
ENSG00000091986,0.26614252,38.166595,0.49800777,0.69493526,0.46410552,4.845373,1.7645255,12.502414,11.12299,0.15723683,0.0,0.0
ENSG00000092607,0.41868588,0.65218127,0.027798027,0.18123351,0.74574226,1.9832295,0.18201274,86.40394,0.80518323,3.4247093,0.0,0.0
ENSG00000092850,0.2743426,1.4942409,0.35213372,1.0627974,1.5227332,0.0,0.38385046,0.0,30.990225,0.66280264,0.0,0.37718654
ENSG00000094804,0.21691273,0.81056076,0.6415488,1.0230011,0.638776,0.27569506,1.3105124,0.11829939,1.231684,0.4206461,15.498661,3.1249373
ENSG00000094963,0.09117913,4.877451,0.19408263,0.21132694,2.1537793,9.486493,0.07263406,72.4122,3.0323246,0.0,1.2567804,0.0
ENSG00000095303,0.40866372,1.0206453,86.02951,1.0093938,0.63172793,0.8423159,1.4383922,0.36129704,0.53190804,0.36787122,2.6160479,0.8838403
ENSG00000095585,1.064032,2.5760028,458.41425,1.7101742,1.7776867,2.9228096,1.6839119,1.4668293,0.10273205,0.61971784,10.464191,5.09783
ENSG00000095970,0.37646437,0.39630717,105.86844,0.095804885,0.1301087,0.34024227,0.25625473,0.17219457,0.10273205,0.39814347,0.0,0.0
ENSG00000096433,1.171902,1.3221661,2.2813773,1.1222105,0.8377573,148.364,0.8681183,43.499573,0.9642208,0.42630678,0.0,2.0154
ENSG00000099194,732.8483,90.71252,68.79674,19.489809,59.65721,45.93755,14.893792,38.578323,51.023598,49.926765,29.263836,20.885221
ENSG00000099260,0.2727918,4.1686645,1.5507522,23.470934,0.7431482,433.48434,8.0715,128.43787,75.97704,4.297394,0.0,7.1020145
ENSG00000099994,0.119916484,1.2674187,0.45184383,3.1560183,0.23198861,0.89476484,1.6670756,29.73661,0.09199717,0.18414381,2.0515513,0.8838403
ENSG00000100003,7.58997,41.420357,2.7160327,3.7223928,14.324423,3.1664755,2.2808113,3.6745405,10.856504,11.469231,6.4888763,2.446309
ENSG00000100024,0.56186295,0.89780575,0.09060492,0.5187499,0.6366287,10.423869,0.45347947,49.35194,0.3188674,1.2756389,0.0,0.0
ENSG00000100065,0.08205448,0.18059446,0.14353539,1.5344297,0.2190847,36.890724,1.7546829,10.553094,1.0193655,0.026906991,0.0,2.6515212
ENSG00000100142,538.07385,71.72428,59.57977,48.768555,52.503994,38.55061,41.979645,55.5426,48.914513,49.13216,64.749084,43.53772
ENSG00000100191,0.34804556,0.25593874,0.5883387,3.4892251,1.3846323,59.986206,3.2849572,11.301805,0.9520553,2.2439137,0.0,0.37718654
ENSG00000100276,2.6620994,27.846474,8.629607,4.444506,0.62120616,2.3145711,1.8833505,0.73811954,8.148973,0.41919056,0.0,0.0
ENSG00000100292,3.6045005,5.3924794,110.85105,1.1615447,1.2167007,2.5127041,2.159665,3.7159522,2.4847472,1.3352497,2.6160479,2.0691226
ENSG00000100302,3.0207217,1.1431463,0.47593907,10.52409,2.9353616,1.37135,8.9298,32.3512,0.32648605,87.177,0.0,2.0691226
ENSG00000100314,0.08663034,0.26470643,0.26010773,1.6121594,10.371864,0.0,2.4347036,0.0,0.10273205,1.1099362,0.0,0.0
ENSG00000100362,0.56353146,1.1848403,0.94029325,11.761548,0.41365308,0.5888341,32.705532,0.4387433,0.36039156,12.629087,4.1031027,0.0
ENSG00000100365,0.0943364,0.12840314,33.984894,0.017587496,0.07703661,0.0,0.0,0.38345206,0.0,0.09953587,0.0,0.0
ENSG00000100767,0.5489034,145.7016,5.2561603,0.42698058,1.1523728,0.46021253,1.0267416,8.48135,31.068878,0.3668321,0.0,0.0
ENSG00000101187,0.7752793,1.6611791,4.028287,6.588331,1.2668691,720.50055,6.483047,217.20628,0.10273205,4.836916,5.2320957,4.785173
ENSG00000101188,0.39360753,0.55442107,0.5192617,3.0622146,0.4008546,0.0,2.69968,1.3100142,0.5126654,15.071666,0.0,59.05496
ENSG00000101194,0.1655075,0.40737602,28.228779,0.60762316,0.13693298,0.7005174,0.3667698,0.27603188,0.4001512,0.09953587,0.0,0.0
ENSG00000101203,0.42769858,0.6018317,0.39162502,0.37924385,45.491127,0.0,0.51781553,0.99676394,0.0,0.43702954,1.2567804,0.0
ENSG00000101204,7.571015,3.406987,0.6040054,18.774698,12.179294,0.26034606,20.288368,0.0,1.7308509,5.174606,7.283647,43.83957
ENSG00000101222,0.1972648,2.78768,0.15632123,3.5608506,0.22100817,0.031812336,2.4030974,0.070252694,89.95973,0.7301766,1.2567804,0.37718654
ENSG00000101276,0.10080493,0.30054113,0.013899013,0.1408919,0.2573631,169.98215,0.0,40.561264,0.30819616,0.3605137,0.0,0.0
ENSG00000101311,0.99011326,2.4247544,1.7836951,7.3154254,343.50253,0.82948244,6.521162,5.9932375,3.2602634,0.23650226,0.0,10.474671
ENSG00000101335,0.61222315,1.4111623,1.6980606,0.308619,0.37718722,76.98296,0.75684434,468.29968,4.995244,0.4359734,2.6160479,0.7543731
ENSG00000101336,0.90824455,2.487474,276.83563,1.7217959,1.1910403,3.3695936,1.3167628,6.8652587,1.3925077,2.2384727,9.899694,2.0691226
ENSG00000101443,2.248149,1.6679795,0.14517473,3.541674,1.4107007,0.15477213,6.6038375,1.3344197,1.9639027,1.2269541,1.2567804,0.7543731
ENSG00000101825,0.2861444,0.7857449,0.17945243,1.0059434,0.5809949,1.0462472,1.6786808,16.49746,0.09199717,0.7879443,0.0,1.5624686
ENSG00000101935,20.295425,24.80893,35.10214,81.99275,30.811266,44.557625,72.51643,22.281614,44.744064,153.02664,15.571531,309.57608
ENSG00000101955,0.4518603,99.52442,1.3280079,1.254221,22.128141,17.585693,2.4561312,10.031234,13.011297,0.3898521,0.0,3.631591
ENSG00000102048,0.10694159,0.4131559,1.1931415,0.21589829,0.1399615,9.263943,0.16415015,1.9455414,0.3188674,0.0,0.0,0.0
ENSG00000102287,0.112535365,1.544495,0.027798027,5.0785937,0.12747434,1.1257039,2.2384164,56.807156,5.7687078,0.0,0.0,0.8838403
ENSG00000102468,0.32772434,2.5470088,1.076003,25.583422,0.8043951,0.18498753,57.15746,0.4301162,7.236987,132.04774,0.0,53.13976
ENSG00000102554,0.3980673,1.0845637,0.49151433,5.2061176,0.62364364,0.28627193,6.587781,1.6350543,5.1622887,3.621798,2.5135608,13.588802
ENSG00000102755,3.2202644,7.468837,67.40024,4.2548003,4.489317,5932.6104,5.1013527,1622.5626,2.7550757,4.024207,47.75602,6.660299
ENSG00000102924,0.26933515,0.1497767,0.5575921,9.7562685,1.3391106,0.0,3.6291695,0.0,0.0,0.0,105.62271,7.5646243
ENSG00000102996,2.0897846,3.6402297,1.0272986,6.50872,4.0480285,0.2804245,7.86017,6.424388,1.6180261,20.12202,0.0,5.8522034
ENSG00000103175,0.60520357,2.2441106,0.85359883,5.916155,81.15286,10.917934,10.870228,4.398327,1.9288967,1.2438872,0.0,0.7543731
ENSG00000103184,187.34239,12.567127,14.333248,12.779294,5.535813,4.6873317,4.532974,2.3178234,4.362827,2.9243584,6.6166635,5.475016
ENSG00000103241,0.053686786,0.059025582,0.08162162,0.0,0.0,71.70435,0.0,18.51841,0.0,0.0,0.0,0.0
ENSG00000103257,4.6201344,43.086765,135.64232,25.073,41.20692,1650.9146,31.480627,439.2963,56.276287,25.64028,27.475208,41.467056
ENSG00000103316,2.0124254,1.1668438,1.5180695,15.3658285,1.1913464,1.8775815,5.972134,0.50499135,2.0087943,0.69043696,116.11798,7.758621
ENSG00000103460,120.334236,5.712816,5.4875646,79.78522,61.296154,2.8490324,88.210594,1.7193338,8.444737,116.15432,0.0,232.11809
ENSG00000103489,154.73222,118.354,235.31241,131.272,1469.4713,5.58479,113.944435,32.34396,276.96106,306.18533,10.464191,233.7216
